rstA	ampC	1.0
ampC	rstA	0.9007381078256901
bolA	omrA	-0.8166835379800439
omrA	bolA	-0.764082657508665
csgD	rstA	0.7042391159042183
bolA	csgD	-0.689424150227796
csgD	bolA	-0.6579787782772558
omrA	csgD	0.6274216426493568
rstA	csgD	0.601070555897263
bolA	ompF	-0.5753291408817605
csgD	omrA	0.5540912026748362
csgF	ampC	-0.5182401181020925
bolA	ampC	0.4959079555801372
csgD	csgF	0.4958449341303917
rstA	ompF	0.46788867557433117
ampC	csgF	-0.46396172415330766
csgF	csgE	-0.44659818227151865
ompF	bolA	-0.4357184638250206
bolA	csgF	-0.43565854556649825
ompF	rstA	0.4222826269972323
csgE	csgG	-0.40879193106198936
omrA	csgF	0.4069168463415647
csgD	csgE	-0.40006242527339597
omrA	ampC	-0.39894201146869396
csgG	csgE	-0.39404684783100913
csgF	omrA	0.38843850085455667
ampC	ompF	-0.3751104662725311
ampC	bolA	0.37479388946188535
csgF	csgD	0.3668795291565369
csgF	csgG	-0.3639600450987083
csgF	rstA	0.36354972396866797
ompF	ampC	-0.36252816500608337
omrA	ompF	0.35909237244572445
csgE	csgF	-0.35715042681430537
csgG	csgF	-0.34915513271260185
bolA	rstA	-0.3489190265150594
ompF	csgG	0.33980670972925425
ompF	csgF	0.3347369537419605
csgE	rstA	0.33183287755364954
rstA	csgG	0.32336143551806945
ompF	csgE	0.32247307554302274
csgF	ompF	0.3215136990051173
csgG	omrA	0.3214021743574689
csgF	bolA	-0.31653489309375865
ampC	omrA	-0.31505615555521793
csgG	ampC	-0.31457585202656435
rstA	csgF	0.31281408807480826
csgG	bolA	0.30667287723361425
csgD	ompF	0.30335903921084345
csgG	rstA	-0.3022567065153874
csgE	csgD	-0.30223916358706726
ompF	omrA	0.29827512215812985
ampC	csgE	0.2922458202084512
csgG	ompF	-0.28766274582970197
bolA	csgG	0.2867514056716165
csgE	ampC	0.28483809732792287
bolA	csgE	0.2846762259744058
rstA	csgE	0.2820506515759914
omrA	rstA	0.27799163087931933
csgE	omrA	0.2771168312352174
csgE	bolA	0.27701026757465935
omrA	csgG	0.2756939844436764
csgE	ompF	-0.27101484292505795
ampC	csgG	-0.2662752663881608
rstA	bolA	-0.2633121413853249
ompF	csgD	0.2603504376183194
omrA	csgE	0.2598740416999027
csgD	ampC	0.25112121337553733
ampC	csgD	0.2349256891007256
csgD	csgG	-0.22908668684177041
rstA	omrA	-0.22029226707801694
csgG	csgD	-0.20660721749856917
