G4	G1	0.791299430581504
G5	G1	-0.241513979055048
G7	G1	-0.275945784794905
G8	G1	0.0641940738766369
G3	G2	-0.773667487409267
G8	G2	-0.57798165350068
G7	G2	-0.641862541578522
G5	G2	0.160153609357876
G2	G3	-0.67899931384442
G1	G3	0.478466055103481
G5	G3	-0.322382800099874
G6	G3	-0.179005501991415
G1	G4	0.932082764856741
G5	G4	-0.265709397343748
G6	G5	-0.198867908361496
G9	G5	0.0812028295167792
G8	G5	-0.074019565682974
G7	G5	-0.0113636363636364
G5	G6	0.109635371352012
G2	G6	0.295302052775766
G1	G6	0.0637388466776617
G8	G6	-0.216938008872762
G10	G7	0.615157158487034
G9	G7	-0.268098230785557
G8	G7	0.471532048054501
G5	G7	-0.184729624383947
G3	G8	0.492189131496404
G5	G8	-0.0670283857242922
G6	G8	-0.261443492808001
G1	G8	0.139684423833648
G1	G9	0.724357685086626
G5	G9	-0.184729624383947
G7	G9	-0.318181818181818
G6	G9	0.338171515667859
G3	G10	0.849219382469384
G8	G10	0.47652245976986
G7	G10	0.615157158487034
G5	G10	-0.0539069080473275
