G2	G1	-0.802726679904806
G3	G1	0.593308226821988
G6	G1	0.697377969532064
G8	G1	-0.443760156980183
G1	G2	-0.91687476825319
G6	G2	-0.740526499018041
G9	G2	0.557385371159667
G3	G2	-0.487279314457605
G2	G3	-0.187975300493398
G10	G3	0.414039335605413
G7	G3	0.102369643597349
G8	G3	0.21392032339613
G5	G4	-0.8125
G6	G4	-0.498662741654648
G10	G4	0.159476306414753
G7	G4	-0.427900212139812
G1	G5	0.791299430581504
G9	G5	-0.566630597579863
G10	G5	-0.242681335848538
G7	G5	0.407328086556167
G2	G6	-0.55466971073555
G3	G6	0.634346022356164
G7	G6	0.446007926596901
G10	G6	0.17303618253948
G6	G7	0.446007926596901
G4	G7	-0.547218540524951
G8	G7	-0.154281615565201
G3	G7	0.221118430170273
G2	G8	0.796514523705268
G10	G8	0.0821583836257749
G9	G8	0.668295112572225
G7	G8	-0.411683820516567
G2	G9	0.786231884057971
G8	G9	0.783156008298049
G10	G9	0.0425628265379374
G7	G9	-0.489973984004274
G9	G10	0.536291614378012
G3	G10	0.414039335605413
G7	G10	0.0178017248729078
G8	G10	0.42
